latbin,lonbin,count_cyclones
-32.5,-164.5,1
-32.5,-163.5,3
-31.5,-166.5,1
-31.5,-165.5,3
-31.5,-164.5,2
-30.5,-178.5,2
-30.5,-177.5,3
-30.5,-168.5,1
-30.5,-167.5,2
-30.5,-166.5,3
-30.5,67.5,7
-30.5,68.5,3
-30.5,170.5,1
-30.5,171.5,3
-29.5,-179.5,4
-29.5,-178.5,5
-29.5,-171.5,1
-29.5,-170.5,4
-29.5,-169.5,2
-29.5,-168.5,1
-29.5,66.5,11
-29.5,67.5,8
-29.5,68.5,8
-29.5,168.5,5
-29.5,169.5,3
-29.5,170.5,2
-28.5,-179.5,4
-28.5,-172.5,2
-28.5,-171.5,2
-28.5,-170.5,2
-28.5,42.5,2
-28.5,44.5,4
-28.5,45.5,1
-28.5,66.5,8
-28.5,67.5,19
-28.5,68.5,10
-28.5,69.5,3
-28.5,166.5,1
-28.5,167.5,6
-28.5,178.5,4
-28.5,179.5,8
-27.5,-175.5,3
-27.5,-174.5,5
-27.5,-173.5,4
-27.5,-172.5,3
-27.5,-171.5,3
-27.5,42.5,4
-27.5,43.5,4
-27.5,44.5,1
-27.5,67.5,13
-27.5,68.5,8
-27.5,69.5,10
-27.5,165.5,3
-27.5,166.5,4
-27.5,177.5,10
-27.5,178.5,8
-26.5,-179.5,3
-26.5,-178.5,3
-26.5,-177.5,4
-26.5,-176.5,5
-26.5,-175.5,2
-26.5,41.5,9
-26.5,42.5,8
-26.5,43.5,3
-26.5,67.5,10
-26.5,68.5,7
-26.5,69.5,5
-26.5,70.5,4
-26.5,163.5,1
-26.5,164.5,4
-26.5,166.5,1
-26.5,167.5,3
-26.5,174.5,15
-26.5,175.5,1
-26.5,176.5,11
-26.5,177.5,3
-26.5,179.5,1
-25.5,-179.5,1
-25.5,41.5,13
-25.5,43.5,3
-25.5,67.5,1
-25.5,68.5,8
-25.5,70.5,11
-25.5,71.5,2
-25.5,162.5,1
-25.5,163.5,2
-25.5,165.5,5
-25.5,166.5,8
-25.5,167.5,2
-25.5,168.5,1
-25.5,174.5,14
-25.5,175.5,20
-25.5,176.5,8
-25.5,177.5,3
-25.5,178.5,4
-25.5,179.5,3
-24.5,41.5,13
-24.5,42.5,16
-24.5,43.5,8
-24.5,44.5,4
-24.5,45.5,2
-24.5,68.5,4
-24.5,69.5,4
-24.5,71.5,12
-24.5,75.5,2
-24.5,161.5,2
-24.5,162.5,1
-24.5,164.5,6
-24.5,165.5,5
-24.5,166.5,3
-24.5,174.5,9
-24.5,175.5,5
-24.5,176.5,5
-24.5,177.5,3
-23.5,41.5,13
-23.5,42.5,26
-23.5,43.5,27
-23.5,44.5,4
-23.5,45.5,6
-23.5,46.5,8
-23.5,47.5,4
-23.5,48.5,3
-23.5,49.5,4
-23.5,69.5,10
-23.5,71.5,7
-23.5,72.5,5
-23.5,76.5,4
-23.5,77.5,4
-23.5,78.5,4
-23.5,79.5,4
-23.5,159.5,2
-23.5,160.5,3
-23.5,161.5,1
-23.5,162.5,1
-23.5,163.5,2
-23.5,164.5,9
-23.5,173.5,9
-23.5,174.5,8
-23.5,175.5,3
-23.5,176.5,1
-22.5,36.5,73
-22.5,37.5,6
-22.5,38.5,21
-22.5,39.5,25
-22.5,40.5,17
-22.5,41.5,47
-22.5,42.5,13
-22.5,43.5,4
-22.5,44.5,8
-22.5,45.5,1
-22.5,47.5,3
-22.5,48.5,2
-22.5,52.5,1
-22.5,53.5,1
-22.5,70.5,7
-22.5,71.5,6
-22.5,73.5,5
-22.5,74.5,1
-22.5,79.5,6
-22.5,80.5,5
-22.5,81.5,9
-22.5,82.5,4
-22.5,157.5,2
-22.5,158.5,3
-22.5,159.5,1
-22.5,160.5,1
-22.5,161.5,1
-22.5,163.5,3
-22.5,164.5,9
-22.5,171.5,1
-22.5,172.5,8
-22.5,173.5,10
-22.5,174.5,4
-21.5,35.5,23
-21.5,36.5,56
-21.5,37.5,5
-21.5,38.5,13
-21.5,40.5,11
-21.5,41.5,7
-21.5,42.5,6
-21.5,44.5,2
-21.5,45.5,7
-21.5,46.5,7
-21.5,47.5,8
-21.5,48.5,8
-21.5,49.5,2
-21.5,53.5,6
-21.5,70.5,5
-21.5,72.5,7
-21.5,73.5,1
-21.5,74.5,3
-21.5,75.5,5
-21.5,76.5,1
-21.5,78.5,4
-21.5,79.5,9
-21.5,80.5,6
-21.5,81.5,5
-21.5,82.5,24
-21.5,156.5,3
-21.5,157.5,5
-21.5,158.5,2
-21.5,159.5,1
-21.5,161.5,2
-21.5,162.5,12
-21.5,163.5,5
-21.5,164.5,3
-21.5,170.5,1
-21.5,171.5,2
-21.5,172.5,3
-21.5,173.5,11
-20.5,39.5,9
-20.5,40.5,9
-20.5,42.5,34
-20.5,43.5,16
-20.5,44.5,14
-20.5,48.5,6
-20.5,49.5,16
-20.5,50.5,11
-20.5,51.5,2
-20.5,70.5,3
-20.5,71.5,3
-20.5,73.5,7
-20.5,76.5,8
-20.5,77.5,9
-20.5,78.5,2
-20.5,81.5,5
-20.5,82.5,4
-20.5,83.5,7
-20.5,119.5,3
-20.5,153.5,1
-20.5,154.5,3
-20.5,155.5,7
-20.5,156.5,5
-20.5,163.5,6
-20.5,169.5,7
-20.5,170.5,12
-20.5,171.5,13
-20.5,173.5,10
-20.5,174.5,7
-20.5,175.5,12
-20.5,176.5,5
-19.5,38.5,15
-19.5,39.5,4
-19.5,42.5,18
-19.5,43.5,21
-19.5,44.5,11
-19.5,50.5,6
-19.5,51.5,13
-19.5,52.5,15
-19.5,53.5,11
-19.5,54.5,15
-19.5,55.5,16
-19.5,56.5,1
-19.5,71.5,4
-19.5,73.5,7
-19.5,75.5,3
-19.5,76.5,2
-19.5,78.5,3
-19.5,79.5,5
-19.5,80.5,1
-19.5,81.5,3
-19.5,82.5,17
-19.5,83.5,29
-19.5,84.5,38
-19.5,105.5,9
-19.5,106.5,15
-19.5,107.5,8
-19.5,118.5,2
-19.5,119.5,5
-19.5,153.5,2
-19.5,154.5,6
-19.5,155.5,2
-19.5,162.5,9
-19.5,163.5,2
-19.5,165.5,1
-19.5,166.5,2
-19.5,167.5,9
-19.5,168.5,7
-19.5,169.5,9
-19.5,170.5,1
-19.5,175.5,3
-19.5,176.5,11
-18.5,37.5,7
-18.5,38.5,20
-18.5,44.5,10
-18.5,45.5,4
-18.5,51.5,3
-18.5,52.5,9
-18.5,53.5,1
-18.5,55.5,2
-18.5,56.5,11
-18.5,57.5,12
-18.5,58.5,7
-18.5,59.5,3
-18.5,60.5,4
-18.5,70.5,10
-18.5,71.5,10
-18.5,72.5,5
-18.5,73.5,12
-18.5,74.5,9
-18.5,75.5,9
-18.5,76.5,4
-18.5,77.5,3
-18.5,78.5,3
-18.5,79.5,2
-18.5,80.5,3
-18.5,81.5,4
-18.5,82.5,5
-18.5,83.5,17
-18.5,84.5,20
-18.5,85.5,1
-18.5,106.5,6
-18.5,107.5,8
-18.5,118.5,7
-18.5,122.5,7
-18.5,123.5,9
-18.5,124.5,4
-18.5,125.5,4
-18.5,126.5,5
-18.5,127.5,14
-18.5,153.5,7
-18.5,160.5,3
-18.5,161.5,12
-18.5,162.5,3
-18.5,163.5,1
-18.5,164.5,3
-18.5,165.5,6
-18.5,167.5,12
-18.5,168.5,6
-18.5,174.5,9
-18.5,175.5,6
-17.5,35.5,5
-17.5,36.5,21
-17.5,37.5,19
-17.5,40.5,2
-17.5,46.5,3
-17.5,47.5,6
-17.5,48.5,5
-17.5,49.5,7
-17.5,53.5,8
-17.5,54.5,11
-17.5,55.5,8
-17.5,56.5,10
-17.5,58.5,3
-17.5,59.5,8
-17.5,60.5,4
-17.5,61.5,3
-17.5,62.5,4
-17.5,63.5,3
-17.5,64.5,4
-17.5,65.5,2
-17.5,66.5,1
-17.5,67.5,5
-17.5,68.5,7
-17.5,69.5,7
-17.5,71.5,4
-17.5,72.5,2
-17.5,74.5,14
-17.5,75.5,3
-17.5,79.5,2
-17.5,80.5,3
-17.5,81.5,1
-17.5,82.5,1
-17.5,83.5,12
-17.5,84.5,5
-17.5,87.5,1
-17.5,88.5,2
-17.5,106.5,13
-17.5,119.5,8
-17.5,125.5,1
-17.5,127.5,49
-17.5,128.5,5
-17.5,152.5,5
-17.5,160.5,8
-17.5,161.5,6
-17.5,162.5,4
-17.5,163.5,1
-17.5,166.5,2
-17.5,167.5,7
-17.5,168.5,10
-16.5,34.5,34
-16.5,35.5,4
-16.5,36.5,3
-16.5,37.5,3
-16.5,38.5,4
-16.5,39.5,4
-16.5,40.5,3
-16.5,41.5,4
-16.5,42.5,2
-16.5,44.5,2
-16.5,45.5,4
-16.5,46.5,5
-16.5,47.5,10
-16.5,48.5,4
-16.5,50.5,5
-16.5,51.5,3
-16.5,52.5,5
-16.5,53.5,7
-16.5,54.5,6
-16.5,55.5,4
-16.5,56.5,3
-16.5,57.5,8
-16.5,58.5,6
-16.5,60.5,1
-16.5,61.5,5
-16.5,62.5,6
-16.5,63.5,1
-16.5,64.5,7
-16.5,65.5,9
-16.5,66.5,9
-16.5,67.5,5
-16.5,68.5,5
-16.5,69.5,6
-16.5,70.5,6
-16.5,71.5,5
-16.5,72.5,11
-16.5,73.5,1
-16.5,74.5,4
-16.5,75.5,5
-16.5,76.5,6
-16.5,80.5,3
-16.5,81.5,6
-16.5,82.5,9
-16.5,83.5,8
-16.5,84.5,15
-16.5,85.5,21
-16.5,86.5,4
-16.5,87.5,4
-16.5,88.5,2
-16.5,89.5,1
-16.5,105.5,5
-16.5,106.5,6
-16.5,111.5,3
-16.5,112.5,7
-16.5,113.5,1
-16.5,119.5,11
-16.5,125.5,8
-16.5,126.5,8
-16.5,127.5,8
-16.5,128.5,4
-16.5,130.5,3
-16.5,152.5,12
-16.5,162.5,3
-16.5,165.5,7
-16.5,166.5,4
-16.5,168.5,7
-15.5,34.5,6
-15.5,35.5,9
-15.5,36.5,8
-15.5,37.5,6
-15.5,38.5,6
-15.5,39.5,8
-15.5,40.5,9
-15.5,41.5,9
-15.5,42.5,11
-15.5,43.5,14
-15.5,44.5,7
-15.5,47.5,7
-15.5,48.5,10
-15.5,49.5,8
-15.5,50.5,3
-15.5,57.5,3
-15.5,58.5,6
-15.5,59.5,11
-15.5,60.5,11
-15.5,62.5,5
-15.5,63.5,11
-15.5,72.5,3
-15.5,73.5,19
-15.5,74.5,4
-15.5,75.5,5
-15.5,76.5,5
-15.5,77.5,11
-15.5,78.5,11
-15.5,79.5,7
-15.5,80.5,2
-15.5,84.5,6
-15.5,85.5,7
-15.5,86.5,18
-15.5,87.5,5
-15.5,88.5,5
-15.5,89.5,4
-15.5,90.5,6
-15.5,91.5,4
-15.5,92.5,6
-15.5,93.5,6
-15.5,94.5,4
-15.5,95.5,6
-15.5,96.5,6
-15.5,97.5,4
-15.5,98.5,6
-15.5,99.5,5
-15.5,100.5,5
-15.5,101.5,1
-15.5,104.5,5
-15.5,105.5,7
-15.5,107.5,4
-15.5,108.5,12
-15.5,109.5,9
-15.5,110.5,6
-15.5,111.5,1
-15.5,113.5,9
-15.5,114.5,7
-15.5,119.5,8
-15.5,120.5,8
-15.5,121.5,2
-15.5,130.5,9
-15.5,152.5,3
-15.5,153.5,4
-15.5,163.5,1
-15.5,164.5,7
-15.5,165.5,1
-15.5,168.5,3
-15.5,169.5,10
-14.5,44.5,1
-14.5,45.5,8
-14.5,46.5,7
-14.5,47.5,2
-14.5,48.5,1
-14.5,49.5,6
-14.5,55.5,2
-14.5,56.5,3
-14.5,57.5,4
-14.5,58.5,1
-14.5,60.5,2
-14.5,61.5,8
-14.5,66.5,3
-14.5,67.5,4
-14.5,68.5,5
-14.5,73.5,12
-14.5,74.5,7
-14.5,76.5,4
-14.5,79.5,2
-14.5,80.5,4
-14.5,81.5,4
-14.5,82.5,5
-14.5,83.5,5
-14.5,84.5,14
-14.5,85.5,2
-14.5,86.5,4
-14.5,91.5,8
-14.5,92.5,16
-14.5,97.5,1
-14.5,101.5,7
-14.5,102.5,12
-14.5,103.5,12
-14.5,104.5,11
-14.5,105.5,7
-14.5,106.5,5
-14.5,107.5,2
-14.5,115.5,8
-14.5,116.5,6
-14.5,117.5,5
-14.5,121.5,12
-14.5,130.5,6
-14.5,162.5,4
-14.5,163.5,4
-14.5,169.5,3
-13.5,49.5,1
-13.5,50.5,6
-13.5,51.5,8
-13.5,52.5,5
-13.5,53.5,3
-13.5,54.5,3
-13.5,55.5,1
-13.5,62.5,6
-13.5,63.5,11
-13.5,64.5,5
-13.5,65.5,3
-13.5,69.5,2
-13.5,73.5,15
-13.5,74.5,13
-13.5,75.5,3
-13.5,76.5,1
-13.5,77.5,4
-13.5,78.5,6
-13.5,79.5,5
-13.5,80.5,5
-13.5,81.5,5
-13.5,82.5,7
-13.5,83.5,4
-13.5,84.5,5
-13.5,85.5,5
-13.5,87.5,4
-13.5,88.5,7
-13.5,89.5,8
-13.5,90.5,7
-13.5,91.5,5
-13.5,92.5,18
-13.5,93.5,23
-13.5,117.5,3
-13.5,118.5,4
-13.5,121.5,6
-13.5,122.5,14
-13.5,123.5,9
-13.5,124.5,5
-13.5,129.5,7
-13.5,130.5,1
-13.5,161.5,1
-13.5,162.5,2
-12.5,69.5,9
-12.5,74.5,1
-12.5,75.5,15
-12.5,83.5,26
-12.5,84.5,9
-12.5,85.5,15
-12.5,86.5,7
-12.5,87.5,3
-12.5,92.5,1
-12.5,93.5,31
-12.5,94.5,2
-12.5,118.5,13
-12.5,124.5,2
-12.5,125.5,6
-12.5,126.5,5
-12.5,129.5,3
-12.5,171.5,2
-11.5,68.5,18
-11.5,69.5,7
-11.5,85.5,14
-11.5,86.5,3
-11.5,87.5,5
-11.5,88.5,4
-11.5,89.5,5
-11.5,92.5,10
-11.5,94.5,9
-11.5,95.5,2
-11.5,127.5,6
-11.5,128.5,2
-10.5,68.5,10
-10.5,69.5,36
-10.5,85.5,17
-10.5,89.5,1
-10.5,90.5,7
-10.5,91.5,7
-10.5,92.5,4
-10.5,95.5,1
-10.5,111.5,12
-9.5,69.5,2
-9.5,70.5,14
-9.5,71.5,12
-9.5,72.5,4
-9.5,85.5,9
-9.5,86.5,18
-9.5,92.5,5
-9.5,93.5,11
-9.5,111.5,4
-9.5,112.5,9
-8.5,72.5,6
-8.5,73.5,18
-8.5,74.5,6
-7.5,74.5,6
-7.5,75.5,3
-6.5,75.5,9
-6.5,76.5,6
-5.5,76.5,3
-5.5,77.5,7
-5.5,78.5,6
-5.5,79.5,8
-4.5,80.5,6
-4.5,81.5,5
-4.5,82.5,2
3.5,147.5,3
3.5,148.5,3
4.5,146.5,11
4.5,147.5,7
4.5,158.5,3
5.5,145.5,3
5.5,146.5,7
5.5,149.5,16
5.5,157.5,4
5.5,158.5,1
6.5,144.5,8
6.5,145.5,6
6.5,149.5,10
6.5,157.5,3
7.5,130.5,3
7.5,131.5,6
7.5,132.5,5
7.5,133.5,4
7.5,134.5,3
7.5,143.5,4
7.5,144.5,5
7.5,148.5,7
7.5,149.5,1
7.5,157.5,3
8.5,134.5,2
8.5,135.5,2
8.5,142.5,2
8.5,143.5,4
8.5,147.5,2
8.5,148.5,11
8.5,157.5,4
9.5,83.5,12
9.5,90.5,2
9.5,91.5,3
9.5,142.5,4
9.5,146.5,5
9.5,147.5,8
9.5,156.5,16
9.5,157.5,2
10.5,-90.5,2
10.5,-89.5,10
10.5,-83.5,3
10.5,-82.5,1
10.5,-42.5,1
10.5,-41.5,4
10.5,-40.5,2
10.5,-39.5,2
10.5,-38.5,1
10.5,81.5,15
10.5,82.5,12
10.5,89.5,5
10.5,90.5,7
10.5,124.5,7
10.5,125.5,9
10.5,126.5,11
10.5,127.5,1
10.5,141.5,3
10.5,146.5,11
10.5,153.5,6
10.5,154.5,5
10.5,155.5,6
10.5,156.5,14
11.5,-169.5,3
11.5,-168.5,3
11.5,-167.5,3
11.5,-166.5,3
11.5,-165.5,4
11.5,-164.5,3
11.5,-163.5,3
11.5,-162.5,3
11.5,-161.5,3
11.5,-160.5,3
11.5,-159.5,3
11.5,-158.5,3
11.5,-157.5,3
11.5,-156.5,3
11.5,-155.5,3
11.5,-154.5,3
11.5,-153.5,3
11.5,-152.5,7
11.5,-151.5,5
11.5,-150.5,5
11.5,-149.5,4
11.5,-148.5,4
11.5,-147.5,5
11.5,-146.5,5
11.5,-145.5,4
11.5,-144.5,5
11.5,-143.5,5
11.5,-142.5,5
11.5,-141.5,5
11.5,-140.5,5
11.5,-139.5,6
11.5,-138.5,5
11.5,-137.5,1
11.5,-104.5,2
11.5,-103.5,7
11.5,-102.5,6
11.5,-101.5,8
11.5,-100.5,6
11.5,-99.5,5
11.5,-98.5,4
11.5,-97.5,6
11.5,-96.5,5
11.5,-95.5,6
11.5,-94.5,7
11.5,-93.5,2
11.5,-92.5,2
11.5,-91.5,4
11.5,-90.5,4
11.5,-89.5,24
11.5,-88.5,4
11.5,-87.5,4
11.5,-86.5,4
11.5,-85.5,4
11.5,-84.5,5
11.5,-83.5,1
11.5,-82.5,4
11.5,-81.5,3
11.5,-80.5,4
11.5,-79.5,4
11.5,-78.5,3
11.5,-77.5,1
11.5,-69.5,3
11.5,-68.5,2
11.5,-47.5,2
11.5,-46.5,9
11.5,-45.5,6
11.5,-44.5,7
11.5,-43.5,9
11.5,-42.5,9
11.5,-41.5,4
11.5,-40.5,3
11.5,65.5,1
11.5,66.5,1
11.5,81.5,10
11.5,82.5,3
11.5,83.5,19
11.5,84.5,9
11.5,88.5,19
11.5,89.5,2
11.5,124.5,30
11.5,125.5,14
11.5,126.5,7
11.5,136.5,3
11.5,138.5,3
11.5,139.5,3
11.5,140.5,3
11.5,146.5,10
11.5,154.5,1
12.5,-174.5,1
12.5,-173.5,3
12.5,-172.5,4
12.5,-171.5,4
12.5,-170.5,3
12.5,-169.5,1
12.5,-157.5,2
12.5,-156.5,4
12.5,-155.5,5
12.5,-154.5,5
12.5,-153.5,6
12.5,-152.5,1
12.5,-151.5,3
12.5,-150.5,3
12.5,-149.5,3
12.5,-148.5,3
12.5,-147.5,3
12.5,-146.5,3
12.5,-145.5,3
12.5,-144.5,3
12.5,-143.5,3
12.5,-142.5,3
12.5,-141.5,3
12.5,-140.5,3
12.5,-139.5,2
12.5,-130.5,11
12.5,-129.5,12
12.5,-119.5,2
12.5,-118.5,3
12.5,-117.5,4
12.5,-116.5,5
12.5,-115.5,6
12.5,-114.5,5
12.5,-113.5,4
12.5,-112.5,5
12.5,-111.5,3
12.5,-110.5,7
12.5,-109.5,11
12.5,-108.5,10
12.5,-107.5,18
12.5,-106.5,15
12.5,-105.5,13
12.5,-104.5,10
12.5,-103.5,6
12.5,-102.5,4
12.5,-101.5,8
12.5,-100.5,14
12.5,-99.5,2
12.5,-97.5,10
12.5,-95.5,12
12.5,-94.5,5
12.5,-93.5,12
12.5,-92.5,10
12.5,-91.5,3
12.5,-89.5,18
12.5,-88.5,2
12.5,-87.5,5
12.5,-86.5,4
12.5,-85.5,4
12.5,-84.5,5
12.5,-83.5,4
12.5,-82.5,4
12.5,-81.5,4
12.5,-80.5,4
12.5,-79.5,4
12.5,-78.5,4
12.5,-77.5,3
12.5,-76.5,4
12.5,-75.5,3
12.5,-74.5,4
12.5,-73.5,3
12.5,-72.5,4
12.5,-71.5,4
12.5,-70.5,4
12.5,-69.5,1
12.5,-68.5,3
12.5,-67.5,2
12.5,-52.5,1
12.5,-51.5,5
12.5,-50.5,5
12.5,-49.5,4
12.5,-48.5,9
12.5,-47.5,7
12.5,-41.5,2
12.5,-40.5,4
12.5,-39.5,3
12.5,65.5,4
12.5,66.5,19
12.5,80.5,4
12.5,81.5,2
12.5,87.5,5
12.5,88.5,11
12.5,109.5,7
12.5,125.5,3
12.5,126.5,4
12.5,127.5,3
12.5,128.5,4
12.5,129.5,7
12.5,130.5,15
12.5,136.5,14
12.5,137.5,7
12.5,138.5,3
12.5,139.5,4
12.5,145.5,10
12.5,146.5,5
12.5,154.5,8
13.5,-176.5,3
13.5,-175.5,3
13.5,-174.5,3
13.5,-139.5,5
13.5,-138.5,3
13.5,-137.5,4
13.5,-136.5,3
13.5,-135.5,4
13.5,-134.5,3
13.5,-133.5,4
13.5,-132.5,4
13.5,-131.5,12
13.5,-130.5,22
13.5,-129.5,9
13.5,-128.5,12
13.5,-127.5,10
13.5,-126.5,7
13.5,-125.5,1
13.5,-124.5,4
13.5,-123.5,4
13.5,-122.5,5
13.5,-121.5,4
13.5,-120.5,5
13.5,-119.5,1
13.5,-112.5,5
13.5,-111.5,11
13.5,-110.5,5
13.5,-109.5,6
13.5,-108.5,7
13.5,-105.5,1
13.5,-104.5,7
13.5,-103.5,18
13.5,-102.5,24
13.5,-101.5,4
13.5,-99.5,11
13.5,-98.5,18
13.5,-97.5,15
13.5,-96.5,10
13.5,-95.5,10
13.5,-91.5,3
13.5,-90.5,12
13.5,-89.5,6
13.5,-88.5,3
13.5,-72.5,3
13.5,-71.5,3
13.5,-70.5,3
13.5,-69.5,3
13.5,-68.5,5
13.5,-67.5,4
13.5,-66.5,3
13.5,-65.5,4
13.5,-64.5,3
13.5,-63.5,3
13.5,-62.5,3
13.5,-61.5,4
13.5,-60.5,4
13.5,-59.5,4
13.5,-58.5,3
13.5,-57.5,3
13.5,-56.5,6
13.5,-55.5,5
13.5,-54.5,4
13.5,-53.5,5
13.5,-52.5,3
13.5,-50.5,2
13.5,-49.5,6
13.5,-44.5,5
13.5,-43.5,5
13.5,-42.5,4
13.5,-41.5,3
13.5,-29.5,4
13.5,62.5,1
13.5,63.5,1
13.5,64.5,10
13.5,65.5,9
13.5,66.5,18
13.5,67.5,8
13.5,86.5,7
13.5,87.5,1
13.5,88.5,10
13.5,111.5,2
13.5,112.5,3
13.5,121.5,7
13.5,122.5,5
13.5,123.5,2
13.5,124.5,4
13.5,125.5,1
13.5,134.5,8
13.5,135.5,16
13.5,136.5,7
13.5,144.5,7
13.5,145.5,9
13.5,154.5,9
14.5,-178.5,4
14.5,-177.5,4
14.5,-176.5,1
14.5,-139.5,2
14.5,-138.5,5
14.5,-137.5,6
14.5,-136.5,9
14.5,-135.5,2
14.5,-134.5,4
14.5,-133.5,5
14.5,-132.5,4
14.5,-131.5,4
14.5,-130.5,15
14.5,-129.5,8
14.5,-128.5,8
14.5,-127.5,9
14.5,-126.5,12
14.5,-125.5,17
14.5,-124.5,14
14.5,-123.5,12
14.5,-122.5,21
14.5,-121.5,21
14.5,-120.5,19
14.5,-119.5,15
14.5,-118.5,6
14.5,-117.5,4
14.5,-116.5,4
14.5,-115.5,5
14.5,-114.5,6
14.5,-113.5,18
14.5,-112.5,11
14.5,-111.5,7
14.5,-110.5,5
14.5,-106.5,24
14.5,-105.5,18
14.5,-104.5,22
14.5,-103.5,12
14.5,-102.5,27
14.5,-101.5,17
14.5,-100.5,6
14.5,-99.5,5
14.5,-98.5,23
14.5,-97.5,17
14.5,-96.5,3
14.5,-79.5,2
14.5,-78.5,5
14.5,-77.5,5
14.5,-76.5,5
14.5,-75.5,4
14.5,-74.5,4
14.5,-73.5,4
14.5,-72.5,5
14.5,-71.5,5
14.5,-70.5,18
14.5,-69.5,16
14.5,-68.5,5
14.5,-67.5,6
14.5,-66.5,3
14.5,-51.5,3
14.5,-50.5,3
14.5,-46.5,4
14.5,-45.5,5
14.5,-43.5,7
14.5,-42.5,1
14.5,-34.5,7
14.5,-30.5,13
14.5,-29.5,1
14.5,62.5,7
14.5,63.5,7
14.5,65.5,3
14.5,66.5,31
14.5,67.5,2
14.5,82.5,4
14.5,83.5,5
14.5,84.5,13
14.5,85.5,8
14.5,86.5,2
14.5,88.5,12
14.5,109.5,2
14.5,110.5,5
14.5,111.5,4
14.5,120.5,5
14.5,121.5,1
14.5,122.5,2
14.5,123.5,5
14.5,128.5,8
14.5,129.5,9
14.5,130.5,14
14.5,131.5,14
14.5,133.5,1
14.5,134.5,20
14.5,135.5,17
14.5,140.5,5
14.5,141.5,5
14.5,142.5,6
14.5,143.5,9
14.5,144.5,4
14.5,151.5,11
14.5,154.5,5
15.5,-179.5,5
15.5,-138.5,3
15.5,-137.5,4
15.5,-136.5,4
15.5,-135.5,8
15.5,-134.5,4
15.5,-133.5,5
15.5,-132.5,4
15.5,-131.5,4
15.5,-130.5,3
15.5,-129.5,9
15.5,-125.5,7
15.5,-124.5,8
15.5,-123.5,15
15.5,-122.5,10
15.5,-121.5,5
15.5,-120.5,6
15.5,-119.5,7
15.5,-118.5,20
15.5,-117.5,13
15.5,-116.5,13
15.5,-115.5,18
15.5,-114.5,16
15.5,-113.5,7
15.5,-112.5,8
15.5,-111.5,16
15.5,-110.5,2
15.5,-109.5,10
15.5,-108.5,19
15.5,-107.5,38
15.5,-106.5,62
15.5,-105.5,32
15.5,-104.5,24
15.5,-103.5,24
15.5,-102.5,22
15.5,-101.5,13
15.5,-100.5,7
15.5,-99.5,4
15.5,-97.5,11
15.5,-96.5,9
15.5,-80.5,3
15.5,-79.5,11
15.5,-78.5,6
15.5,-77.5,6
15.5,-76.5,4
15.5,-71.5,5
15.5,-70.5,6
15.5,-69.5,1
15.5,-68.5,3
15.5,-59.5,2
15.5,-58.5,4
15.5,-57.5,5
15.5,-56.5,1
15.5,-52.5,3
15.5,-51.5,1
15.5,-48.5,5
15.5,-47.5,6
15.5,-46.5,2
15.5,-44.5,5
15.5,-43.5,1
15.5,-40.5,4
15.5,-39.5,8
15.5,-38.5,6
15.5,-37.5,1
15.5,-34.5,11
15.5,-31.5,10
15.5,-30.5,2
15.5,-26.5,4
15.5,-25.5,2
15.5,67.5,11
15.5,80.5,9
15.5,81.5,18
15.5,82.5,1
15.5,88.5,7
15.5,89.5,7
15.5,105.5,1
15.5,106.5,3
15.5,107.5,5
15.5,108.5,4
15.5,109.5,8
15.5,110.5,6
15.5,111.5,6
15.5,112.5,5
15.5,113.5,3
15.5,114.5,6
15.5,115.5,13
15.5,116.5,5
15.5,117.5,18
15.5,118.5,4
15.5,119.5,5
15.5,120.5,8
15.5,121.5,5
15.5,122.5,3
15.5,123.5,2
15.5,124.5,6
15.5,125.5,4
15.5,126.5,21
15.5,127.5,8
15.5,128.5,1
15.5,131.5,12
15.5,132.5,14
15.5,133.5,14
15.5,134.5,6
15.5,135.5,18
15.5,136.5,3
15.5,137.5,4
15.5,138.5,5
15.5,139.5,5
15.5,151.5,3
15.5,154.5,4
15.5,177.5,2
15.5,178.5,6
15.5,179.5,7
15.5,180.5,1
16.5,-142.5,1
16.5,-141.5,7
16.5,-140.5,7
16.5,-139.5,9
16.5,-138.5,4
16.5,-137.5,4
16.5,-136.5,4
16.5,-135.5,2
16.5,-131.5,1
16.5,-130.5,4
16.5,-129.5,10
16.5,-128.5,7
16.5,-127.5,10
16.5,-126.5,6
16.5,-125.5,6
16.5,-124.5,12
16.5,-123.5,1
16.5,-121.5,3
16.5,-120.5,12
16.5,-119.5,15
16.5,-118.5,2
16.5,-117.5,6
16.5,-116.5,11
16.5,-115.5,10
16.5,-114.5,10
16.5,-113.5,2
16.5,-112.5,13
16.5,-111.5,18
16.5,-110.5,26
16.5,-109.5,22
16.5,-108.5,28
16.5,-107.5,17
16.5,-106.5,36
16.5,-105.5,15
16.5,-104.5,14
16.5,-103.5,4
16.5,-101.5,7
16.5,-100.5,1
16.5,-96.5,3
16.5,-95.5,8
16.5,-85.5,2
16.5,-84.5,4
16.5,-83.5,4
16.5,-82.5,4
16.5,-81.5,5
16.5,-80.5,9
16.5,-71.5,7
16.5,-65.5,5
16.5,-64.5,8
16.5,-63.5,9
16.5,-62.5,7
16.5,-61.5,5
16.5,-60.5,5
16.5,-59.5,2
16.5,-57.5,1
16.5,-56.5,24
16.5,-55.5,15
16.5,-54.5,10
16.5,-53.5,14
16.5,-52.5,13
16.5,-51.5,10
