,pgid,year,quarter,lat,lon,iso3,wp_land_area,wp_pop_count,wp_pop_density,latbin,lonbin,count_cyclones,count_cyclones_multiply_pop_density,count_cyclones_multiply_pop_density_log,boxcoxb,boxcoxb_log,count_cyclones_multiply_pop_density_log_minmax,boxcoxb_log_minmax
14189,96209,2023,4,-23.25,44.25,MDG,2839.992064,64436.285456109006,22.688896308165532,-23.5,44.5,4.0,90.75558523266213,4.519128359552337,3.668862990773474,0.35459177370496126,0.3672934450503299,0.35459177370496126
14190,96930,2023,4,-22.75,44.75,MDG,2850.575872,42550.276739217785,14.926905527115114,-22.5,44.5,8.0,119.41524421692091,4.790946137957309,3.959842109131112,0.3795462001807816,0.39230979702039603,0.3795462001807816
14191,96932,2023,4,-22.75,45.75,MDG,2850.575872,49402.02645288273,17.330542553923202,-22.5,45.5,1.0,17.330542553923202,2.9085686606456,1.9624982027305236,0.20825359354795575,0.2190679370166817,0.20825359354795575
14192,96929,2023,4,-22.75,44.25,MDG,2850.575872,110796.0461625704,38.867951999058526,-22.5,44.5,8.0,310.9436159924682,5.7428224535051635,4.984355546704698,0.4674086742844975,0.4799143425414673,0.4674086742844975
14193,96931,2023,4,-22.75,45.25,MDG,2850.575872,50297.92288270913,17.64482867366006,-22.5,45.5,1.0,17.64482867366006,2.92556882472614,1.9803239826716341,0.20978233594509182,0.2206325222718597,0.20978233594509182
14194,97651,2023,4,-22.25,45.25,MDG,2860.908032,29536.36919754957,10.32412397294062,-22.5,45.5,1.0,10.32412397294062,2.4269353149944437,1.459497931772216,0.16511619128419866,0.17474151596346105,0.16511619128419866
14195,97650,2023,4,-22.25,44.75,MDG,2860.908032,42777.43422010393,14.952397540091193,-22.5,44.5,8.0,119.61918032072954,4.792638312449506,3.9616559063879513,0.37970175179061294,0.39246553382664906,0.37970175179061294
14196,97648,2023,4,-22.25,43.75,MDG,2840.211456,57349.331480443376,20.191923160964595,-22.5,43.5,4.0,80.76769264385838,4.4038822101392,3.5457240006562234,0.3440313496699592,0.3566869341229302,0.3440313496699592
14197,97649,2023,4,-22.25,44.25,MDG,2860.908032,22806.415575171595,7.971740202787336,-22.5,44.5,8.0,63.77392162229869,4.17090307825554,3.2972284411500996,0.32272032156504277,0.335245040222235,0.32272032156504277
14198,98370,2023,4,-21.75,44.75,MDG,2870.981888,14952.188058019932,5.208039841880024,-21.5,44.5,2.0,10.416079683760048,2.435022860157187,1.4679100510455108,0.1658376162891822,0.1754858413624552,0.1658376162891822
14199,98369,2023,4,-21.75,44.25,MDG,2870.981888,13803.427543740128,4.807911746651928,-21.5,44.5,2.0,9.615823493303855,2.3623456704131485,1.3923610276843819,0.15935851717228902,0.16879710242307872,0.15935851717228902
14200,96927,2023,4,-22.75,43.25,MDG,834.95616,27133.041874184128,32.49636708373303,-22.5,43.5,4.0,129.9854683349321,4.875086388307127,4.050064007137572,0.3872836479159279,0.40005352198920413,0.3872836479159279
14201,96928,2023,4,-22.75,43.75,MDG,2850.575872,134216.02973343912,47.08382999091039,-22.5,43.5,4.0,188.33531996364155,5.2435196227637055,4.4459256319966665,0.42123281879768015,0.43396173625215706,0.42123281879768015
14202,97647,2023,4,-22.25,43.25,MDG,1412.362368,14253.363278328272,10.091859993771989,-22.5,43.5,4.0,40.367439975087954,3.7224940973666243,2.8207147209724965,0.28185441111068354,0.2939763750220394,0.28185441111068354
14203,97652,2023,4,-22.25,45.75,MDG,2860.908032,46443.37044921832,16.233786591437806,-22.5,45.5,1.0,16.233786591437806,2.8468717937443753,1.8978439721654714,0.20270883400612735,0.21338975604225013,0.20270883400612735
14204,97656,2023,4,-22.25,47.75,MDG,2675.854336,504230.18503498414,188.4370827855796,-22.5,47.5,3.0,565.3112483567388,6.339143835816259,5.630118537747326,0.5227894355285839,0.5347959094305367,0.5227894355285839
14206,98372,2023,4,-21.75,45.75,MDG,2870.981888,19631.237677902765,6.83781313980298,-21.5,45.5,7.0,47.864691978620854,3.8890550902535033,2.997433767481157,0.29700987133019413,0.30930557257119284,0.29700987133019413
14207,98374,2023,4,-21.75,46.75,MDG,2870.981888,224765.91703120255,78.2888662483971,-21.5,46.5,7.0,548.0220637387797,6.308138629661502,5.596474000999519,0.5199040734334446,0.5319423905966204,0.5199040734334446
14208,98373,2023,4,-21.75,46.25,MDG,2870.981888,46222.859003096746,16.100017626825498,-21.5,46.5,7.0,112.70012338777849,4.733564485960637,3.898353087426738,0.3742728895739841,0.3870287605429589,0.3742728895739841
14209,98375,2023,4,-21.75,47.25,MDG,2870.981888,522194.1764042396,181.88696298882385,-21.5,47.5,8.0,1455.0957039105908,7.283513957304287,6.658221583149164,0.6109597551063419,0.621709633351718,0.6109597551063419
14210,98376,2023,4,-21.75,47.75,MDG,2870.981888,279722.0731586928,97.4308038402689,-21.5,47.5,8.0,779.4464307221511,6.659866103035198,5.9785640704128316,0.5526721930089411,0.5643131145540108,0.5526721930089411
14211,99093,2023,4,-21.25,46.25,MDG,2880.888064,32604.27950022073,11.317440586341618,-21.5,46.5,7.0,79.22208410439133,4.384798839864712,3.5253473440741674,0.34228384358990094,0.35493062403032677,0.34228384358990094
14212,99094,2023,4,-21.25,46.75,MDG,2880.888064,177412.46648698702,61.5825615385614,-21.5,46.5,7.0,431.0779307699298,6.068605967275598,5.336800541542704,0.49763442642814804,0.5098973520942266,0.49763442642814804
14214,98371,2023,4,-21.75,45.25,MDG,2870.981888,31367.188135626187,10.925595966569256,-21.5,45.5,7.0,76.47917176598479,4.350009148832522,3.4882100633686024,0.33909894308532285,0.35172880566179293,0.33909894308532285
14215,99091,2023,4,-21.25,45.25,MDG,2880.888064,10705.437388401082,3.7160199044793853,-21.5,45.5,7.0,26.012139331355698,3.2962863698273726,2.37014521389486,0.24321348147945118,0.25475096972644184,0.24321348147945118
14216,99090,2023,4,-21.25,44.75,MDG,2880.888064,30587.24758687016,10.617298175896833,-21.5,44.5,2.0,21.234596351793666,3.101649470066989,2.1652213900485386,0.2256391740027485,0.23683784712151085,0.2256391740027485
14218,99089,2023,4,-21.25,44.25,MDG,2880.888064,36137.981061133614,12.54404206561134,-21.5,44.5,2.0,25.08808413122268,3.261478663383025,2.33345754571397,0.24006713983350508,0.25154749333577975,0.24006713983350508
14219,99809,2023,4,-20.75,44.25,MDG,2669.592064,29036.59562069785,10.876791256710094,-20.5,44.5,14.0,152.27507759394132,5.032234199888658,4.218754373709005,0.40175056696340433,0.41451639115441435,0.40175056696340433
14220,99810,2023,4,-20.75,44.75,MDG,2890.54208,19570.41495939728,6.770499933146546,-20.5,44.5,14.0,94.78699906405164,4.5621269666239845,3.7148422714903226,0.358534965871244,0.3712507590091112,0.358534965871244
14222,100529,2023,4,-20.25,44.25,MDG,1092.21824,138576.66042556937,126.87634700695841,-20.5,44.5,14.0,1776.2688580974177,7.482833115583186,6.875996828069907,0.6296362029844644,0.6400536807762152,0.6296362029844644
14256,98351,2023,4,-21.75,35.25,MOZ,1711.024256,85209.69927173042,49.800404040403286,-21.5,35.5,23.0,1145.4092929292756,7.044389982665053,6.397304548479328,0.5885834588459522,0.5997022078287861,0.5885834588459522
14277,96213,2023,4,-23.25,46.25,MDG,2839.992064,61413.9734810843,21.624698977005416,-23.5,46.5,8.0,172.99759181604333,5.159041458981071,4.355046251903574,0.41343898526934486,0.42618691191442487,0.41343898526934486
14278,96216,2023,4,-23.25,47.75,MDG,1301.511936,236950.29746802727,182.05772141918126,-23.5,47.5,4.0,728.230885676725,6.5919903974707905,5.904757923500496,0.546342563319419,0.5580662731936712,0.546342563319419
14279,96214,2023,4,-23.25,46.75,MDG,2839.992064,52738.73629931852,18.570029461645188,-23.5,46.5,8.0,148.5602356931615,5.007699226018085,4.1924017359909955,0.39949055956462687,0.4122583506924391,0.39949055956462687
14280,96215,2023,4,-23.25,47.25,MDG,2839.992064,229994.02841076851,80.98403911975457,-23.5,47.5,4.0,323.9361564790183,5.783628721429538,5.0284538186312595,0.4711905507666084,0.48366988777096315,0.4711905507666084
14281,96935,2023,4,-22.75,47.25,MDG,2850.575872,166883.88711044996,58.543920458206266,-22.5,47.5,3.0,175.6317613746188,5.174067121232327,4.371205674474528,0.41482482053035813,0.4275697767795064,0.41482482053035813
14284,96936,2023,4,-22.75,47.75,MDG,2004.591744,392736.224674238,195.91830897725077,-22.5,47.5,3.0,587.7549269317524,6.378010013757187,5.672303507521032,0.5264072268413914,0.5383729013138744,0.5264072268413914
14286,97655,2023,4,-22.25,47.25,MDG,2860.908032,172076.070388002,60.147361768811315,-22.5,47.5,3.0,180.44208530643394,5.200936513564359,4.4001076737995515,0.41730346168244953,0.4300426620327971,0.41730346168244953
14287,98377,2023,4,-21.75,48.25,MDG,1086.317824,123198.2883178231,113.40906463652308,-21.5,48.5,8.0,907.2725170921847,6.811544462527758,6.143614859649694,0.566826981187676,0.5782726106898922,0.566826981187676
14288,99097,2023,4,-21.25,48.25,MDG,2061.803648,149312.22499618237,72.41825628789573,-21.5,48.5,8.0,579.3460503031658,6.363624564076242,5.6566883499223,0.525068067851546,0.537048957477022,0.525068067851546
14289,99817,2023,4,-20.75,48.25,MDG,2796.976128,250383.1033300126,89.51921356191589,-20.5,48.5,6.0,537.1152813714954,6.288072814849794,5.574703977440673,0.5180370719271428,0.5300956626568903,0.5180370719271428
14290,100538,2023,4,-20.25,48.75,MDG,1013.711168,68021.902658818,67.1018578132287,-20.5,48.5,6.0,402.6111468793722,6.00045190672882,5.262998000818906,0.49130510600606486,0.5036248927399042,0.49130510600606486
14291,100537,2023,4,-20.25,48.25,MDG,2899.997952,132148.09574526257,45.56834105835347,-20.5,48.5,6.0,273.4100463501208,5.614623507244647,4.84590501132773,0.4555351291136166,0.4681157398869103,0.4555351291136166
14296,99092,2023,4,-21.25,45.75,MDG,2880.888064,13308.731437910446,4.619662806138949,-21.5,45.5,7.0,32.33763964297265,3.5066870782649433,2.592269102547881,0.26226286990017744,0.27411489142395373,0.26226286990017744
14297,99095,2023,4,-21.25,47.25,MDG,2880.888064,346872.2622924912,120.40463030377954,-21.5,47.5,8.0,963.2370424302363,6.871337159020589,6.208724019991313,0.5724107555967055,0.5837755441237585,0.5724107555967055
14298,99096,2023,4,-21.25,47.75,MDG,2880.888064,159655.32552586595,55.41878822747135,-21.5,47.5,8.0,443.3503058197708,6.0966132284249825,5.367139660881165,0.5002363152755196,0.5124749594411113,0.5002363152755196
14317,100530,2023,4,-20.25,44.75,MDG,2899.997952,113814.47592798925,39.24639872572891,-20.5,44.5,14.0,549.4495821602047,6.310735366428477,5.599291505474287,0.5201457031718868,0.5321813774698023,0.5201457031718868
14319,101250,2023,4,-19.75,44.75,MDG,2882.47296,150584.1641057393,52.2413102205612,-19.5,44.5,11.0,574.6544124261733,6.355507502210028,5.647878109027395,0.5243124998579145,0.5363019155513629,0.5243124998579145
14321,101970,2023,4,-19.25,44.75,MDG,2918.237952,89135.35350625594,30.54423764352988,-19.5,44.5,11.0,335.98661407882867,5.820043208729132,5.067817649227902,0.47456640062818933,0.48702124188930546,0.47456640062818933
14325,102692,2023,4,-18.75,45.75,MDG,2926.96192,146617.62440853458,50.09208469939184,-18.5,45.5,4.0,200.36833879756736,5.30513576235322,4.512251626232322,0.42692094912102196,0.43963248760643936,0.42692094912102196
14331,103412,2023,4,-18.25,45.75,MDG,2935.547904,48903.03126768011,16.65891099955973,-18.5,45.5,4.0,66.63564399823892,4.214135122167135,3.3432942899679516,0.3266709378287104,0.33922383819940966,0.3266709378287104
14332,101969,2023,4,-19.25,44.25,MDG,925.945856,29399.409131735312,31.75067844543095,-19.5,44.5,11.0,349.25746289974046,5.858668492341269,5.109583260306064,0.47814822765670717,0.4905760634151632,0.47814822765670717
14333,102690,2023,4,-18.75,44.75,MDG,2926.96192,39472.04787428019,13.485671817103857,-18.5,44.5,10.0,134.85671817103855,4.91160078750966,4.0892392008662215,0.39064332024257253,0.40341407135351076,0.39064332024257253
14334,102691,2023,4,-18.75,45.25,MDG,2926.96192,35544.74869860018,12.143905411178078,-18.5,45.5,4.0,48.575621644712314,3.903499213807066,3.0127748085872113,0.2983255220356617,0.310634916372159,0.2983255220356617
14335,102689,2023,4,-18.75,44.25,MDG,1682.175232,24413.490697707766,14.51304848228069,-18.5,44.5,10.0,145.1304848228069,4.984499954231053,4.1674890150119115,0.39735403970885813,0.41012323961957564,0.39735403970885813
14336,103409,2023,4,-18.25,44.25,MDG,2694.151424,115629.30411946782,42.918635934647384,-18.5,44.5,10.0,429.18635934647386,6.064218508628637,5.332048348380802,0.4972268774070123,0.5094935587499849,0.4972268774070123
14337,103410,2023,4,-18.25,44.75,MDG,2935.547904,25204.35264070289,8.585910863985305,-18.5,44.5,10.0,85.85910863985305,4.464287365021475,3.610248543331565,0.3495649871528342,0.36224623426955266,0.3495649871528342
14338,103411,2023,4,-18.25,45.25,MDG,2935.547904,16699.27742829159,5.688640749325543,-18.5,45.5,4.0,22.754562997302173,3.167774638228972,2.2347792494052214,0.23160446971513146,0.2429235803304528,0.23160446971513146
14344,104136,2023,4,-17.75,47.75,MDG,2943.881984,58756.662834030336,19.958905673995364,-17.5,47.5,6.0,119.75343404397219,4.793750731415847,3.9628482944255112,0.37980401122346125,0.39256791368040056,0.37980401122346125
14345,104134,2023,4,-17.75,46.75,MDG,2943.881984,32013.58829169676,10.8746167358918,-17.5,46.5,3.0,32.6238502076754,3.5152356427700813,2.6013067123711098,0.2630379370978645,0.2749016460643391,0.2630379370978645
14346,104135,2023,4,-17.75,47.25,MDG,2943.881984,44515.421976724254,15.121333741863836,-17.5,47.5,6.0,90.72800245118302,4.518827702888325,3.6685415605243477,0.3545642077835157,0.3672657745536715,0.3545642077835157
14348,104133,2023,4,-17.75,46.25,MDG,2943.881984,45488.1441778638,15.451755343825564,-17.5,46.5,3.0,46.35526603147669,3.8576780284740617,2.9641170337286895,0.29415262168447015,0.3064178305483309,0.29415262168447015
14349,104855,2023,4,-17.25,47.25,MDG,2951.987968,19967.372165701832,6.764042530711912,-17.5,47.5,6.0,40.58425518427147,3.7277216144778302,2.826255806387647,0.2823296156867681,0.2944574819192808,0.2823296156867681
14350,104856,2023,4,-17.25,47.75,MDG,2951.987968,24391.00729722024,8.26257002454701,-17.5,47.5,6.0,49.57542014728206,3.9234656904297243,3.0339852558639566,0.3001445341698461,0.31247250186684417,0.3001445341698461
15247,104115,2023,4,-17.75,37.25,MOZ,1525.931776,228727.0616557569,149.89337351328408,-17.5,37.5,19.0,2847.9740967523976,7.954714242407575,7.392585549975494,0.6739389534766376,0.6834825706227168,0.6739389534766376
15248,104114,2023,4,-17.75,36.75,MOZ,2931.974144,566537.7918722858,193.22741744897385,-17.5,36.5,21.0,4057.775766428451,8.3086366717624,7.780936449273238,0.7072440030556013,0.7160553041458718,0.7072440030556013
15252,104112,2023,4,-17.75,35.75,MOZ,2943.881984,129526.98363945071,43.99870115155089,-17.5,35.5,5.0,219.99350575775446,5.398133315374466,4.612422301664537,0.4355116059668309,0.4481913814815422,0.4355116059668309
15253,104113,2023,4,-17.75,36.25,MOZ,2943.881984,55262.35904946119,18.771934252056347,-17.5,36.5,21.0,394.2106192931833,5.979418836193834,5.240229226381877,0.4893524514278245,0.5016891448333397,0.4893524514278245
15254,104111,2023,4,-17.75,35.25,MOZ,2943.063552,250542.0709585365,85.12968426668093,-17.5,35.5,5.0,425.6484213334046,6.055960304831379,5.323104043737733,0.4964598120799449,0.508733527032983,0.4964598120799449
15255,104833,2023,4,-17.25,36.25,MOZ,2951.987968,52421.42223536563,17.758006741091712,-17.5,36.5,21.0,372.91814156292594,5.924036900631978,5.18029402805413,0.48421239701970986,0.4965921493353675,0.48421239701970986
15256,104832,2023,4,-17.25,35.75,MOZ,2951.987968,315275.94388204446,106.8012293070581,-17.5,35.5,5.0,534.0061465352904,6.28227823568102,5.568417831332641,0.5174979707993554,0.5295623670319496,0.5174979707993554
15257,104831,2023,4,-17.25,35.25,MOZ,2951.168256,245383.69757426291,83.14798625099569,-17.5,35.5,5.0,415.73993125497844,6.032462361183022,5.297656822619456,0.4942774533870111,0.5065709281318755,0.4942774533870111
15258,105551,2023,4,-16.75,35.25,MOZ,2959.872,325986.0244426796,110.13517626528431,-16.5,35.5,4.0,440.54070506113726,6.0902702129880835,5.360267990143222,0.49964699944019814,0.5118911892857809,0.49964699944019814
15269,104835,2023,4,-17.25,37.25,MOZ,2951.987968,227741.7692062349,77.14861025010617,-17.5,37.5,19.0,1465.8235947520172,7.290854521936364,6.666237214588496,0.6116471772366276,0.6223852114892947,0.6116471772366276
15270,104836,2023,4,-17.25,37.75,MOZ,2656.16256,160613.9317326812,60.46841189293821,-17.5,37.5,19.0,1148.899825965826,7.047430109707383,6.400619309899766,0.5888677334379506,0.5999820014779393,0.5888677334379506
15272,104834,2023,4,-17.25,36.75,MOZ,2951.987968,90989.5188117094,30.823133358960018,-17.5,36.5,21.0,647.2858005381604,6.474331649331429,5.77689901621818,0.5353773582591241,0.5472377222685497,0.5353773582591241
15273,105557,2023,4,-16.75,38.25,MOZ,2959.872,39565.26754172052,13.367222481823713,-16.5,38.5,4.0,53.46888992729485,3.9976297116633144,3.112811601667085,0.3069046971045762,0.3192980791693368,0.3069046971045762
15274,105556,2023,4,-16.75,37.75,MOZ,2959.872,52752.2097081866,17.822463170092018,-16.5,37.5,3.0,53.46738951027605,3.9976021649722275,3.1127823111494224,0.306902185144015,0.31929554394988247,0.306902185144015
15275,105554,2023,4,-16.75,36.75,MOZ,2959.872,196968.9283355741,66.54643455378277,-16.5,36.5,3.0,199.63930366134832,5.301508786851155,4.508346460445647,0.42658604133434125,0.43929868421698165,0.42658604133434125
15276,105555,2023,4,-16.75,37.25,MOZ,2959.872,180989.28194673173,61.14767190835676,-16.5,37.5,3.0,183.4430157250703,5.217340557915473,4.4177559000084825,0.4188169770365586,0.43155238427991466,0.4188169770365586
15277,105558,2023,4,-16.75,38.75,MOZ,2959.584512,89805.2212393481,30.3438610640182,-16.5,38.5,4.0,121.3754442560728,4.807093731128643,3.977151444096839,0.3810306521551555,0.39379591715798945,0.3810306521551555
15282,105570,2023,4,-16.75,44.75,MDG,2954.93632,36342.555607382776,12.298930221069122,-16.5,44.5,2.0,24.597860442138245,3.2425087715138337,2.3134703803045307,0.23835303659309012,0.2498016270623576,0.23835303659309012
15283,105571,2023,4,-16.75,45.25,MDG,2959.872,35258.62542656966,11.912212901966594,-16.5,45.5,4.0,47.648851607866376,3.884628203170805,2.992732494719205,0.2966066892525829,0.3088981504884933,0.2966066892525829
15284,105569,2023,4,-16.75,44.25,MDG,739.63296,11961.58956056749,16.17233169350307,-16.5,44.5,2.0,32.34466338700614,3.5068977411767004,2.59249180532118,0.26228196893385936,0.2741342794771506,0.26228196893385936
15285,106291,2023,4,-16.25,45.25,MDG,2704.565504,44809.13377188996,16.567960252993732,-16.5,45.5,4.0,66.27184101197493,4.208741739166746,3.337546230282044,0.32617798309841833,0.3387274660774726,0.32617798309841833
15286,105559,2023,4,-16.75,39.25,MOZ,1939.348224,239182.71726394515,123.33149575923974,-16.5,39.5,4.0,493.325983036959,6.203195184249955,5.482651757627371,0.5101426554335037,0.5222840739744629,0.5101426554335037
15287,106280,2023,4,-16.25,39.75,MOZ,2570.41664,361805.86793289,140.7576741850263,-16.5,39.5,4.0,563.0306967401052,6.33510867686113,5.625739470896031,0.5224138858933038,0.5344245394735418,0.5224138858933038
15288,106279,2023,4,-16.25,39.25,MOZ,2967.510016,142659.24798672795,48.073720802136606,-16.5,39.5,4.0,192.29488320854642,5.26421691513732,4.468201166912249,0.42314317305745647,0.4358665813063841,0.42314317305745647
15289,107001,2023,4,-15.75,40.25,MOZ,1975.6544,178717.33328830643,90.45981589103157,-15.5,40.5,9.0,814.1383430192841,6.703357844871566,6.025873315905817,0.5567294432162573,0.5683158134501398,0.5567294432162573
15290,106294,2023,4,-16.25,46.75,MDG,2966.685184,320657.60535670375,108.08615861436269,-16.5,46.5,5.0,540.4307930718135,6.294215252311604,5.5813677715980745,0.518608560225992,0.5306609729114308,0.518608560225992
15291,106295,2023,4,-16.25,47.25,MDG,2967.510016,185522.26774825237,62.51782361237778,-16.5,47.5,10.0,625.1782361237779,6.43963505281687,5.739214040912351,0.532145487357802,0.5440444717178871,0.532145487357802
15292,106296,2023,4,-16.25,47.75,MDG,2966.684928,100317.16742168124,33.81456738963863,-16.5,47.5,10.0,338.1456738963863,5.826429731587267,5.074722566564183,0.47515856769832954,0.48760901618656255,0.47515856769832954
15293,106293,2023,4,-16.25,46.25,MDG,2961.737984,64410.87617362407,21.74766185313713,-16.5,46.5,5.0,108.73830926568566,4.698098524784294,3.8603649601794094,0.371015020302477,0.383764702640086,0.371015020302477
15294,106292,2023,4,-16.25,45.75,MDG,2878.228224,28007.248852033703,9.730725527078183,-16.5,45.5,4.0,38.922902108312734,3.6869501469049104,2.7830478590563463,0.2786240936172263,0.2907051394892698,0.2786240936172263
15296,107015,2023,4,-15.75,47.25,MDG,2966.002432,99048.58609513112,33.394640889873386,-15.5,47.5,7.0,233.7624862291137,5.458574306148255,4.677566331219356,0.4410983707664491,0.4537539797320655,0.4410983707664491
15298,107016,2023,4,-15.75,47.75,MDG,2972.48384,232990.68172467605,78.38248894388474,-15.5,47.5,7.0,548.6774226071932,6.3093316018150025,5.597768390119167,0.5200150804991738,0.5320521840452226,0.5200150804991738
15300,106290,2023,4,-16.25,44.75,MDG,1725.956224,30106.68044842908,17.443478594523775,-16.5,44.5,2.0,34.88695718904755,3.5803739199840656,2.670203224122389,0.2689465155094076,0.28089655220723675,0.2689465155094076
15301,107000,2023,4,-15.75,39.75,MOZ,2974.96192,196976.28952010343,66.21136499122093,-15.5,39.5,8.0,529.6909199297675,6.274179780077091,5.559632796219998,0.516744564458573,0.5288170375064467,0.516744564458573
15302,107720,2023,4,-15.25,39.75,MOZ,2982.16192,124978.2711879607,41.90861346253147,-15.5,39.5,8.0,335.26890770025176,5.817911160413956,5.065512617117992,0.4743687206206485,0.48682502193863625,0.4743687206206485
15303,107721,2023,4,-15.25,40.25,MOZ,2982.16192,86526.18803257076,29.014584168713,-15.5,40.5,9.0,261.131257518417,5.568845361205785,4.796499914595267,0.4512981382913895,0.46390261512161607,0.4512981382913895
15304,107719,2023,4,-15.25,39.25,MOZ,2982.16192,1222560.5231311305,409.9577943544831,-15.5,39.5,8.0,3279.662354835865,8.095800618441526,7.5473064913895875,0.6872078518724403,0.6964672490413152,0.6872078518724403
15308,107736,2023,4,-15.25,47.75,MDG,2975.56096,116248.90831494788,39.06789673532613,-15.5,47.5,7.0,273.4752771472829,5.614861191856265,4.84616157411418,0.4555571319886924,0.46813761484276134,0.4555571319886924
15309,107735,2023,4,-15.25,47.25,MDG,2179.044608,65539.51344473108,30.077178413013506,-15.5,47.5,7.0,210.54024889109454,5.354415282466741,4.56532259048221,0.43147232546324793,0.44416785621738836,0.43147232546324793
15310,108456,2023,4,-14.75,47.75,MDG,1925.755008,55344.34400865143,28.73903678232129,-14.5,47.5,2.0,57.47807356464258,4.068651873117853,3.1883593381467144,0.31338368585825865,0.3258344999989358,0.31338368585825865
15317,104139,2023,4,-17.75,49.25,MDG,2810.155264,296561.95559539704,105.53223140178672,-17.5,49.5,7.0,738.725619812507,6.606279333403665,5.920292527704413,0.5476748140342664,0.5593813345287761,0.5476748140342664
15318,104137,2023,4,-17.75,48.25,MDG,2896.404992,206609.71480341587,71.33315795756502,-17.5,48.5,5.0,356.66578978782513,5.8795990022946025,5.132220571738598,0.4800896079418008,0.4925023723084891,0.4800896079418008
15319,104138,2023,4,-17.75,48.75,MDG,2926.689792,212163.14646255728,72.4925296293777,-17.5,48.5,5.0,362.4626481468885,5.8956765355641965,5.1496115900963915,0.4815810650999594,0.49398204458541933,0.4815810650999594
15320,104858,2023,4,-17.25,48.75,MDG,2875.800832,223048.56949677636,77.56050662995857,-17.5,48.5,5.0,387.80253314979285,5.963071587868025,5.222535409853247,0.4878350262389226,0.5001846497254029,0.4878350262389226
15321,104859,2023,4,-17.25,49.25,MDG,2737.192448,368881.10441145353,134.7662290537832,-17.5,49.5,7.0,943.3636033764824,6.850511265053704,6.1860435333999035,0.5704656726014867,0.5818588634098478,0.5704656726014867
15324,105578,2023,4,-16.75,48.75,MDG,2959.872,44483.27699068666,15.028784011837898,-16.5,48.5,4.0,60.11513604735159,4.112759561314478,3.2353070741293553,0.31740993293879693,0.329893886618117,0.31740993293879693
15326,104853,2023,4,-17.25,46.25,MDG,2951.987968,32469.878578184787,10.9993261931157,-17.5,46.5,3.0,32.9979785793471,3.526301069300114,2.61300661402973,0.26404132296748395,0.27592003642275703,0.26404132296748395
15328,104857,2023,4,-17.25,48.25,MDG,2949.530112,146086.84449485733,49.528853392786566,-17.5,48.5,5.0,247.64426696393284,5.51602322824476,4.739515104365722,0.4464111097474238,0.4590412073148246,0.4464111097474238
15329,104854,2023,4,-17.25,46.75,MDG,2951.987968,43737.71116449126,14.816358209658956,-17.5,46.5,3.0,44.44907462897687,3.8165924602176875,2.9205097926691606,0.2904128561061859,0.3026365803209807,0.2904128561061859
15330,105576,2023,4,-16.75,47.75,MDG,2959.872,35548.36478769767,12.010102054311021,-16.5,47.5,10.0,120.10102054311021,4.796625077799427,3.9659293272655263,0.3800682412063882,0.3928324499489164,0.3800682412063882
15331,105575,2023,4,-16.75,47.25,MDG,2959.049728,58217.98026413205,19.6745528516282,-16.5,47.5,10.0,196.74552851628198,5.286980994590757,4.492705568598086,0.42524467537024996,0.43796164008886485,0.42524467537024996
15332,105577,2023,4,-16.75,48.25,MDG,2959.872,39312.03573116576,13.281667494799018,-16.5,48.5,4.0,53.12666997919607,3.991327039965771,3.1061101762687238,0.3063299815430937,0.3187180219910951,0.3063299815430937
15333,105573,2023,4,-16.75,46.25,MDG,2959.872,58955.234348736325,19.918170227880236,-16.5,46.5,5.0,99.59085113940118,4.61106131058178,3.7671921054913486,0.3630244979413576,0.3757543598370477,0.3630244979413576
15334,105574,2023,4,-16.75,46.75,MDG,2954.936064,133655.47230507742,45.231256924101565,-16.5,46.5,5.0,226.15628462050782,5.425638259093241,4.6420634776341085,0.43805363905348144,0.4507227587778448,0.43805363905348144
15335,105572,2023,4,-16.75,45.75,MDG,2959.872,51375.407830837794,17.357307285868373,-16.5,45.5,4.0,69.42922914347349,4.254608363694916,3.3864394815019514,0.3303710779487209,0.34294873383121777,0.3303710779487209
15336,107021,2023,4,-15.75,50.25,MDG,1869.4848,37355.72249741455,19.98182734484632,-15.5,50.5,3.0,59.945482034538955,4.109979727413447,3.2323475885598913,0.3171561268737216,0.3296380486678013,0.3171561268737216
15337,106298,2023,4,-16.25,48.75,MDG,2967.510016,61199.13434933838,20.62305906951263,-16.5,48.5,4.0,82.49223627805053,4.42475364882804,3.568014381688293,0.34594297713560823,0.35860780647876184,0.34594297713560823
15339,106297,2023,4,-16.25,48.25,MDG,2967.510016,44388.824836592335,14.958272961931035,-16.5,48.5,4.0,59.83309184772414,4.1081339147201055,3.230382535945847,0.3169876035746785,0.3294681719942503,0.3169876035746785
15340,107017,2023,4,-15.75,48.25,MDG,2974.96192,95296.09660919238,32.032711399947054,-15.5,48.5,10.0,320.32711399947055,5.772459650981698,5.016382320783984,0.47015529673469325,0.4826419586960469,0.47015529673469325
15341,107018,2023,4,-15.75,48.75,MDG,2974.96192,150291.94231806864,50.51894658136284,-15.5,48.5,10.0,505.18946581362843,6.226911037569769,5.508366695434241,0.5123479735623568,0.524466727873705,0.5123479735623568
15342,107019,2023,4,-15.75,49.25,MDG,2974.96192,64249.41744151197,21.59671927548974,-15.5,49.5,8.0,172.77375420391792,5.157754189942972,4.3536619489330235,0.41332026717406073,0.4260684399898649,0.41332026717406073
