,pgid,year,quarter,lat,lon,iso3,wp_land_area,wp_pop_count,wp_pop_density,latbin,lonbin,count_cyclones,count_cyclones_multiply_pop_density,count_cyclones_multiply_pop_density_log,boxcoxb,boxcoxb_log,count_cyclones_multiply_pop_density_log_minmax,boxcoxb_log_minmax
7024,147786,2023,4,12.75,-87.25,NIC,2384.266496,269653.7225963417,113.09714037786054,12.5,-87.5,5.0,565.4857018893027,6.339451840766141,5.630452798368068,0.5228181017852251,0.5348242562159455,0.5228181017852251
7026,148504,2023,4,13.25,-88.25,SLV,1997.872768,447624.6917273137,224.0506497195089,13.5,-88.5,3.0,672.1519491585267,6.5119710829993425,5.817790408031575,0.5388842120713868,0.5507018125356242,0.5388842120713868
7030,149224,2023,4,13.75,-88.25,SLV,3001.373952,458512.5994930992,152.76756806247488,13.5,-88.5,3.0,458.30270418742464,6.129709478942163,5.402999431196748,0.5033116562375476,0.5155209244868331,0.5033116562375476
7131,154262,2023,4,17.25,-89.25,GTM,2951.72992,55351.22814032491,18.752131678878296,17.5,-89.5,6.0,112.51279007326977,4.731915518442874,3.8965865731707683,0.37412139296361596,0.38687700022745036,0.37412139296361596
7132,154261,2023,4,17.25,-89.75,GTM,2951.72992,25551.693606266635,8.656514755342736,17.5,-89.5,6.0,51.93908853205642,3.969141979651429,3.0825252582162306,0.3043073343277158,0.3166762523888365,0.3043073343277158
7133,154260,2023,4,17.25,-90.25,GTM,2951.72992,19242.4401465328,6.519038214218732,17.5,-90.5,6.0,39.11422928531239,3.691731116390178,2.788113445694862,0.27905851932461456,0.2911451490283935,0.27905851932461456
7138,154257,2023,4,17.25,-91.75,MEX,2951.72992,105021.50519885488,35.57964585013756,17.5,-91.5,3.0,106.73893755041269,4.679711055967574,3.8406748579306766,0.3693263932572075,0.38207243882107866,0.3693263932572075
7139,154259,2023,4,17.25,-90.75,GTM,2951.72992,46568.752049701456,15.776765934500354,17.5,-90.5,6.0,94.66059560700212,4.560806464523821,3.713429945212736,0.3584138444916315,0.3711292285282547,0.3584138444916315
7140,154258,2023,4,17.25,-91.25,MEX,2951.72992,87253.0523039038,29.559971497630713,17.5,-91.5,3.0,88.67991449289214,4.496246825294361,3.644403190425429,0.3524940964116775,0.36518757648657535,0.3524940964116775
7142,154978,2023,4,17.75,-91.25,MEX,2943.618048,40719.34237850687,13.833093055728838,17.5,-91.5,3.0,41.499279167186515,3.7494871150144538,2.8493305875368207,0.2843085134608859,0.29646063795058947,0.2843085134608859
7143,154977,2023,4,17.75,-91.75,MEX,2937.896704,119610.63735588464,40.71301662615726,17.5,-91.5,3.0,122.13904987847178,4.8133142036702194,3.9838201374688578,0.3816025606116149,0.3943684092570469,0.3816025606116149
